,geometry,type,description
791,"LINESTRING (-106.092970304 36.279235996, -106.0927158 36.279213093, -106.092461504 36.2789611, -106.092433207 36.278709196, -106.0925465 36.278548993, -106.092546605 36.278182693, -106.092377104 36.277747594, -106.091670603 36.276648298, -106.091529407 36.276144594, -106.090992302 36.275709398, -106.090851001 36.275480397, -106.090738207 36.274747498, -106.090851404 36.274587296, -106.091445304 36.274335593, -106.091643505 36.273877695, -106.091841601 36.273648798, -106.092068106 36.273076497, -106.092577204 36.272801794, -106.0927753 36.272366799, -106.093425602 36.272275396, -106.093623601 36.272183895, -106.093736805 36.2719092, -106.0943591 36.271474294, -106.094415605 36.271313995, -106.093878701 36.270558298, -106.093850702 36.269962899, -106.093681104 36.269779697, -106.092606701 36.269435994, -106.092239402 36.269092396, -106.092211202 36.268794693, -106.092324406 36.268611595, -106.093144402 36.268268399, -106.093201101 36.268130995, -106.093088105 36.267970696, -106.091759302 36.267626897, -106.091335401 36.267214596, -106.090968207 36.266275696, -106.090657406 36.265749, -106.089611806 36.264649697, -106.089329302 36.264123, -106.088566005 36.264008194, -106.088424705 36.263779193, -106.088340104 36.263275497, -106.088085905 36.262954898, -106.0876901 36.262840196, -106.087294303 36.262817197, -106.0865025 36.263022996, -106.084976204 36.262541696, -106.083647303 36.262403995, -106.080028802 36.261601299, -106.079576604 36.261395, -106.078728803 36.260707796, -106.078389801 36.260341294, -106.077033401 36.259218797, -106.075450905 36.258233599, -106.074405104 36.257775299, -106.070589505 36.256331094, -106.066067301 36.255000994, -106.065360703 36.254725896, -106.064541005 36.254588097, -106.063891001 36.254358798, -106.063071206 36.254221, -106.061545007 36.253808096)",tributary,Tributary river flows upstream of USGS-08290000
792,"LINESTRING (-106.060100205 36.257310599, -106.060920402 36.256830096, -106.061543204 36.256028995, -106.061600305 36.255273499, -106.061515801 36.255021594, -106.061545007 36.253808096)",tributary,Tributary river flows upstream of USGS-08290000
793,"LINESTRING (-106.057589807 36.250920795, -106.057589903 36.250829294, -106.056866206 36.250023596, -106.056442603 36.249405093, -106.056414902 36.248718195, -106.056499802 36.248649597)",tributary,Tributary river flows upstream of USGS-08290000
794,"LINESTRING (-106.0593701 36.2514714, -106.059144102 36.251310997, -106.058918603 36.250692599, -106.057996906 36.250024095, -106.056754105 36.248764195, -106.056499802 36.248649597)",tributary,Tributary river flows upstream of USGS-08290000
795,"LINESTRING (-106.306594305 36.214593194, -106.306000903 36.214707397, -106.305237703 36.215141997, -106.304926805 36.215210497)",tributary,Tributary river flows upstream of USGS-08290000
796,"LINESTRING (-106.324387804 36.253589593, -106.324699305 36.252834298, -106.325010903 36.251781099, -106.325180806 36.251346193, -106.325238101 36.250407495, -106.325110003 36.250021294, -106.324997202 36.249380194, -106.324658506 36.248670198, -106.324376605 36.247273393, -106.323755302 36.246311694, -106.323472902 36.245670393, -106.322908103 36.244845994, -106.321975701 36.244158797, -106.320393302 36.243356794, -106.3197999 36.242921598, -106.318952903 36.241570294, -106.318529107 36.241249599, -106.3179074 36.241111897, -106.317483604 36.240859896, -106.317257702 36.240516394, -106.317201704 36.239737898, -106.3173436 36.238684699, -106.317231007 36.238272697, -106.317033201 36.238020696, -106.315903202 36.2371272, -106.315338604 36.236348599, -106.314208306 36.235890195, -106.313756406 36.235477895, -106.3136435 36.235248893, -106.313728906 36.234447494, -106.314323403 36.2329823, -106.314352207 36.232295498, -106.3142111 36.2319749, -106.313731305 36.231104694, -106.313760504 36.229639299, -106.313167803 36.228585899, -106.3129711 36.227051795, -106.312688805 36.226662397, -106.311982803 36.226066694, -106.311644003 36.225608595, -106.311616406 36.224692799, -106.3123236 36.223479599, -106.312297605 36.220297098, -106.312354505 36.219839297)",tributary,Tributary river flows upstream of USGS-08290000
797,"LINESTRING (-106.250383601 36.306716293, -106.2502985 36.306533195, -106.2501285 36.306350097, -106.250014603 36.305938199, -106.249759302 36.305503398, -106.249221005 36.304977395, -106.249220401 36.304610997, -106.249389805 36.304358996, -106.249445803 36.304061294, -106.2493608 36.303923994, -106.249388501 36.303557694, -106.249614306 36.303259693, -106.249585606 36.303007998, -106.249245502 36.302618995, -106.249273203 36.302229695, -106.249555305 36.301748596, -106.2495827 36.301199093, -106.248959206 36.300467096, -106.248958506 36.300032094, -106.2492688 36.299527995, -106.249325104 36.299298994, -106.249069601 36.298726894, -106.249210507 36.298337497, -106.249153502 36.298062794, -106.248728305 36.297490798, -106.2486993 36.2970559, -106.249123007 36.296666093, -106.249489501 36.295978799, -106.249743901 36.295841195)",tributary,Tributary river flows upstream of USGS-08290000
798,"LINESTRING (-106.252994902 36.299147598, -106.251808003 36.298505299, -106.250595205 36.297557496, -106.250311702 36.297168598, -106.2499144 36.296298899, -106.249913901 36.296047099, -106.249743901 36.295841195)",tributary,Tributary river flows upstream of USGS-08290000
799,"LINESTRING (-106.272854701 36.4527741, -106.272458404 36.452498995, -106.271807402 36.451811694, -106.271751806 36.4509186, -106.271497205 36.450529195, -106.271583505 36.449590594, -106.271442302 36.449109599, -106.271018207 36.448307998, -106.271018505 36.448124796, -106.271359205 36.447575599, -106.271190107 36.4468657, -106.271191306 36.445949897, -106.271305002 36.445675194, -106.271844104 36.445171997, -106.272071205 36.444805793, -106.272100806 36.443844199, -106.272839203 36.442471094, -106.272755601 36.441326194, -106.272501506 36.440616198, -106.272473902 36.439975195, -106.272616103 36.439540297, -106.272559904 36.4391739, -106.272475004 36.439105093, -106.272447005 36.438830398, -106.272674605 36.438120797, -106.271882206 36.437387496, -106.271854602 36.436792195, -106.271600001 36.436425693, -106.271600701 36.435898997, -106.271799505 36.435464196, -106.271914907 36.433861598, -106.272539906 36.432556994, -106.272739001 36.431916095, -106.272796504 36.431297995, -106.272598803 36.430725396, -106.271749802 36.429900497, -106.271637604 36.429099098, -106.271439902 36.4286182, -106.271214604 36.4275418, -106.271555901 36.426511697, -106.271499403 36.426328495, -106.271131501 36.4259848, -106.270933904 36.425526798, -106.270028003 36.424884893, -106.269490503 36.424312197, -106.269123204 36.423579194, -106.269123904 36.422983795, -106.269294702 36.422388598, -106.269380607 36.421610296, -106.269211203 36.421220899, -106.268447205 36.420556299, -106.268362604 36.420258597, -106.268476404 36.419869497, -106.268477201 36.419274196, -106.268223301 36.418449797, -106.267912105 36.418083094, -106.2667512 36.417647094, -106.265562601 36.416775994, -106.264884003 36.415859595, -106.264091402 36.415446796, -106.262760006 36.415445596, -106.262278602 36.415353596, -106.261656202 36.414803497, -106.261203207 36.414619997)",tributary,Tributary river flows upstream of USGS-08290000
800,"LINESTRING (-106.258276805 36.460248299, -106.256693006 36.4578657, -106.255532302 36.456948794, -106.255391106 36.456628099, -106.255251206 36.455368795, -106.254799202 36.454360895, -106.254262 36.453490198, -106.253016807 36.4522985, -106.252990201 36.451176696, -106.252792202 36.450855896, -106.252198003 36.450282998, -106.2518306 36.449618697, -106.251831405 36.449000299, -106.252116404 36.447970398, -106.2521751 36.4466196, -106.252033904 36.446321897, -106.252006501 36.445634998, -106.252574302 36.444971599, -106.252632007 36.4442847, -106.252802506 36.443918593, -106.2534554 36.443255097, -106.253796205 36.442774698, -106.253938504 36.442293994, -106.253968604 36.441126294, -106.253742807 36.440530896, -106.253715202 36.4400042, -106.253885701 36.439683899, -106.253914803 36.439180195, -106.253519401 36.438309796, -106.2531517 36.437920094, -106.252784006 36.437370293, -106.252248101 36.435789995, -106.2519086 36.435446195, -106.251513205 36.434575796, -106.251457505 36.433911793, -106.251884401 36.432744496, -106.251913406 36.432309493, -106.251631007 36.4316682, -106.251575105 36.431233093, -106.251377307 36.430797897, -106.250585303 36.430056699, -106.249053001 36.428593099, -106.248711705 36.4278837, -106.248710304 36.426990695, -106.248907402 36.426234894, -106.249245904 36.425387397, -106.249641702 36.424860299, -106.250575401 36.4241267, -106.251303203 36.4236544, -106.2520409 36.422968298, -106.252807401 36.421892799, -106.254397705 36.419284299, -106.254993603 36.418620899, -106.256666504 36.417546399, -106.259699807 36.416129693, -106.260096803 36.415786594, -106.260692105 36.415466599, -106.261032604 36.415054798, -106.261203207 36.414619997)",tributary,Tributary river flows upstream of USGS-08290000
801,"LINESTRING (-106.243661702 36.501752198, -106.243489407 36.501363099, -106.243058801 36.500813998, -106.242827803 36.500020295)",tributary,Tributary river flows upstream of USGS-08290000
802,"LINESTRING (-106.059306204 36.260103598, -106.0601843 36.258203596, -106.060213007 36.257585496, -106.060100205 36.257310599)",tributary,Tributary river flows upstream of USGS-08290000
803,"LINESTRING (-106.059311107 36.254356399, -106.058690406 36.252959296, -106.058521003 36.252638593, -106.057702601 36.251287296, -106.057589807 36.250920795)",tributary,Tributary river flows upstream of USGS-08290000
804,"LINESTRING (-106.059311107 36.254356399, -106.059452601 36.254287697, -106.059452906 36.253852695, -106.059227206 36.253303096, -106.059256107 36.252616197, -106.059143201 36.252409995, -106.058663003 36.252020493, -106.058550403 36.251470894, -106.057957202 36.251035497, -106.057589807 36.250920795)",tributary,Tributary river flows upstream of USGS-08290000
805,"LINESTRING (-106.320014507 36.2156296, -106.320014402 36.215881497, -106.319788001 36.216453798, -106.319476902 36.216911599, -106.319307201 36.217163399, -106.318713501 36.217598096, -106.317978807 36.217964299, -106.316763505 36.218261294, -106.316085406 36.218238197, -106.315887801 36.2181236, -106.314871207 36.217024095, -106.314277902 36.216817699, -106.313825905 36.216748893, -106.312978104 36.216977395, -106.311903901 36.217778295, -106.311423406 36.2179612, -106.310632206 36.217915095, -106.309728302 36.217548296, -106.309389502 36.217250496, -106.308909602 36.216609195, -106.308683902 36.216196999, -106.308627702 36.215853497, -106.308317207 36.215326697, -106.307696 36.214845598, -106.306989901 36.214616194, -106.306594305 36.214593194)",tributary,Tributary river flows upstream of USGS-08290000
806,"LINESTRING (-106.255137004 36.322801396, -106.254401706 36.322548896, -106.252761304 36.322180897, -106.2505778 36.321850397, -106.249474101 36.321737096, -106.2484551 36.321463399, -106.247322604 36.320937999, -106.246586204 36.320457898, -106.245026506 36.318078399, -106.244799204 36.3174605, -106.2444304 36.316819698, -106.244373403 36.316544995, -106.2442884 36.316476397, -106.243918702 36.315240398, -106.243946001 36.314576298, -106.244227804 36.313843399, -106.244679905 36.3134766, -106.245471604 36.3132011, -106.245839 36.312971696, -106.2460365 36.312673897, -106.2461491 36.312330298, -106.246176504 36.3117349, -106.246345103 36.3110708, -106.246966705 36.3105435, -106.247304805 36.309627295, -106.247784905 36.309168898, -106.248519905 36.308824696, -106.249848105 36.307976097, -106.250243202 36.307311594, -106.250383601 36.306716293)",tributary,Tributary river flows upstream of USGS-08290000
807,"LINESTRING (-106.274238907 36.319956698, -106.271637507 36.318878494, -106.269856304 36.317915298, -106.269149803 36.317342296, -106.267709002 36.315738298, -106.266974807 36.3147761, -106.266014002 36.314042494, -106.265675001 36.313607194, -106.265364707 36.3129429, -106.264630206 36.312232494, -106.262170002 36.311497398, -106.261350207 36.311107494, -106.259965301 36.310190395, -106.259286702 36.309914999, -106.258494906 36.309776895, -106.257561304 36.309775993, -106.257108502 36.309935793, -106.2567119 36.310278796, -106.255863003 36.310415395, -106.253911801 36.309932694, -106.253120206 36.309588395, -106.252385601 36.309061095, -106.251340605 36.308006696, -106.250889003 36.307273597, -106.250917606 36.307113394, -106.250581905 36.306830496, -106.250383601 36.306716293)",tributary,Tributary river flows upstream of USGS-08290000
808,"LINESTRING (-106.290766306 36.369653195, -106.291021504 36.369309999, -106.291362107 36.368485995, -106.291334406 36.367982194, -106.291023307 36.367661498, -106.290911004 36.366837196, -106.290769704 36.366562396, -106.289299302 36.364866994, -106.289271802 36.364065595, -106.289413802 36.363722399, -106.290236101 36.362463698, -106.290350206 36.361547895, -106.290973902 36.360701196, -106.291002907 36.360014297, -106.291088201 36.3596709, -106.2914849 36.359144598, -106.291542202 36.358617999, -106.291316204 36.3581599, -106.291430406 36.357312895, -106.291431405 36.356328398, -106.2916582 36.355939299, -106.291743606 36.355435699, -106.291545801 36.355046295, -106.291546404 36.354519598, -106.292000003 36.353787296, -106.293161504 36.352849394, -106.2943803 36.351178795, -106.2949467 36.350766994, -106.295201801 36.350423798, -106.2954005 36.349851497, -106.2953168 36.348660797, -106.295062706 36.347973697, -106.294525906 36.3470347, -106.293960504 36.346370399, -106.293565102 36.345660396, -106.293310903 36.345041998, -106.292858601 36.344560899, -106.292124301 36.343003497, -106.291163102 36.3419955, -106.2895521 36.340048194, -106.289552204 36.339956596, -106.289015502 36.338971697, -106.287885003 36.337734498, -106.287489802 36.336818397, -106.286754705 36.336222596, -106.286557205 36.335741699, -106.286020003 36.3352376, -106.285172701 36.333817296, -106.283872403 36.332648695, -106.283787705 36.332396798, -106.283816807 36.3316871, -106.283279702 36.331251696, -106.282884106 36.330747694, -106.282772303 36.329579793, -106.282602906 36.329236194, -106.282461606 36.329052895, -106.282321103 36.328274399, -106.282491803 36.327427395, -106.282832302 36.326626293, -106.2828613 36.325985193, -106.283003405 36.325390093, -106.283456706 36.324909493, -106.283655204 36.324566297, -106.2837134 36.323215395, -106.284053601 36.322574593, -106.284138903 36.322185494, -106.2840266 36.321429797, -106.284140207 36.320994899, -106.284113102 36.320010297, -106.2844247 36.319712795, -106.284736507 36.319140695, -106.284708701 36.318659894, -106.284850806 36.318110496, -106.285077602 36.317721397, -106.285050206 36.316942997, -106.284852706 36.316599399, -106.284570806 36.315637596, -106.284571201 36.315316997, -106.284345604 36.314629897, -106.283328302 36.313690394, -106.282904901 36.312797099, -106.282396302 36.312270194, -106.280841805 36.310986795, -106.278693706 36.309473999, -106.278071702 36.309152894, -106.276968904 36.308808595, -106.276177302 36.308441594, -106.273405202 36.308256194, -106.272697605 36.308507495, -106.272018604 36.308598496, -106.270463504 36.3080476, -106.267919101 36.306831896, -106.267212205 36.306670994, -106.2659958 36.306669898, -106.265147403 36.306485899, -106.264441103 36.305867098, -106.2635644 36.305683099, -106.262942702 36.305270493, -106.262037806 36.305017799, -106.2612468 36.304352999, -106.260342203 36.303962894, -106.258731104 36.303091399, -106.258109502 36.302564196, -106.257657804 36.3019455, -106.256527103 36.301486395, -106.254775405 36.300156794, -106.253588006 36.299743399, -106.253447004 36.299468599, -106.252994902 36.299147598)",tributary,Tributary river flows upstream of USGS-08290000
